Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2020,Alpine,A Crimes against the person,A20 Assault and related offences,47
2020,Alpine,A Crimes against the person,A30 Sexual offences,15
2020,Alpine,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2020,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,9
2020,Alpine,B Property and deception offences,B20 Property damage,30
2020,Alpine,B Property and deception offences,B30 Burglary/Break and enter,13
2020,Alpine,B Property and deception offences,B40 Theft,96
2020,Alpine,B Property and deception offences,B50 Deception,7
2020,Ararat,A Crimes against the person,A20 Assault and related offences,138
2020,Ararat,A Crimes against the person,A30 Sexual offences,31
2020,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",31
2020,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2020,Ararat,B Property and deception offences,B10 Arson,4
2020,Ararat,B Property and deception offences,B20 Property damage,87
2020,Ararat,B Property and deception offences,B30 Burglary/Break and enter,56
2020,Ararat,B Property and deception offences,B40 Theft,127
2020,Ararat,B Property and deception offences,B50 Deception,10
2020,Ballarat,A Crimes against the person,A20 Assault and related offences,737
2020,Ballarat,A Crimes against the person,A30 Sexual offences,193
2020,Ballarat,A Crimes against the person,A40 Abduction and related offences,6
2020,Ballarat,A Crimes against the person,A50 Robbery,40
2020,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",96
2020,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,98
2020,Ballarat,B Property and deception offences,B10 Arson,89
2020,Ballarat,B Property and deception offences,B20 Property damage,585
2020,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,655
2020,Ballarat,B Property and deception offences,B40 Theft,"2,394"
2020,Ballarat,B Property and deception offences,B50 Deception,66
2020,Ballarat,C Drug offences,C90 Other drug offences,4
2020,Banyule,A Crimes against the person,A10 Homicide and related offences,4
2020,Banyule,A Crimes against the person,A20 Assault and related offences,650
2020,Banyule,A Crimes against the person,A30 Sexual offences,101
2020,Banyule,A Crimes against the person,A40 Abduction and related offences,6
2020,Banyule,A Crimes against the person,A50 Robbery,48
2020,Banyule,A Crimes against the person,A60 Blackmail and extortion,4
2020,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",127
2020,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,41
2020,Banyule,B Property and deception offences,B10 Arson,18
2020,Banyule,B Property and deception offences,B20 Property damage,417
2020,Banyule,B Property and deception offences,B30 Burglary/Break and enter,534
2020,Banyule,B Property and deception offences,B40 Theft,"1,639"
2020,Banyule,B Property and deception offences,B50 Deception,158
2020,Bass Coast,A Crimes against the person,A20 Assault and related offences,243
2020,Bass Coast,A Crimes against the person,A30 Sexual offences,52
2020,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",70
2020,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2020,Bass Coast,B Property and deception offences,B10 Arson,7
2020,Bass Coast,B Property and deception offences,B20 Property damage,180
2020,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,156
2020,Bass Coast,B Property and deception offences,B40 Theft,282
2020,Bass Coast,B Property and deception offences,B50 Deception,28
2020,Baw Baw,A Crimes against the person,A20 Assault and related offences,336
2020,Baw Baw,A Crimes against the person,A30 Sexual offences,86
2020,Baw Baw,A Crimes against the person,A50 Robbery,9
2020,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",76
2020,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,38
2020,Baw Baw,B Property and deception offences,B10 Arson,15
2020,Baw Baw,B Property and deception offences,B20 Property damage,215
2020,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,323
2020,Baw Baw,B Property and deception offences,B40 Theft,723
2020,Baw Baw,B Property and deception offences,B50 Deception,51
2020,Bayside,A Crimes against the person,A20 Assault and related offences,299
2020,Bayside,A Crimes against the person,A30 Sexual offences,101
2020,Bayside,A Crimes against the person,A50 Robbery,15
2020,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",31
2020,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,20
2020,Bayside,B Property and deception offences,B10 Arson,10
2020,Bayside,B Property and deception offences,B20 Property damage,244
2020,Bayside,B Property and deception offences,B30 Burglary/Break and enter,444
2020,Bayside,B Property and deception offences,B40 Theft,"1,504"
2020,Bayside,B Property and deception offences,B50 Deception,115
2020,Benalla,A Crimes against the person,A20 Assault and related offences,152
2020,Benalla,A Crimes against the person,A30 Sexual offences,35
2020,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",17
2020,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2020,Benalla,B Property and deception offences,B10 Arson,10
2020,Benalla,B Property and deception offences,B20 Property damage,68
2020,Benalla,B Property and deception offences,B30 Burglary/Break and enter,39
2020,Benalla,B Property and deception offences,B40 Theft,146
2020,Benalla,B Property and deception offences,B50 Deception,11
2020,Boroondara,A Crimes against the person,A10 Homicide and related offences,9
2020,Boroondara,A Crimes against the person,A20 Assault and related offences,425
2020,Boroondara,A Crimes against the person,A30 Sexual offences,121
2020,Boroondara,A Crimes against the person,A40 Abduction and related offences,6
2020,Boroondara,A Crimes against the person,A50 Robbery,56
2020,Boroondara,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",60
2020,Boroondara,A Crimes against the person,A80 Dangerous and negligent acts endangering people,21
2020,Boroondara,B Property and deception offences,B10 Arson,6
2020,Boroondara,B Property and deception offences,B20 Property damage,348
2020,Boroondara,B Property and deception offences,B30 Burglary/Break and enter,767
2020,Boroondara,B Property and deception offences,B40 Theft,"2,758"
2020,Boroondara,B Property and deception offences,B50 Deception,187
2020,Brimbank,A Crimes against the person,A10 Homicide and related offences,11
2020,Brimbank,A Crimes against the person,A20 Assault and related offences,"1,549"
2020,Brimbank,A Crimes against the person,A30 Sexual offences,261
2020,Brimbank,A Crimes against the person,A40 Abduction and related offences,42
2020,Brimbank,A Crimes against the person,A50 Robbery,335
2020,Brimbank,A Crimes against the person,A60 Blackmail and extortion,5
2020,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",307
2020,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,99
2020,Brimbank,B Property and deception offences,B10 Arson,37
2020,Brimbank,B Property and deception offences,B20 Property damage,813
2020,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,855
2020,Brimbank,B Property and deception offences,B40 Theft,"3,504"
2020,Brimbank,B Property and deception offences,B50 Deception,363
2020,Buloke,A Crimes against the person,A20 Assault and related offences,23
2020,Buloke,A Crimes against the person,A30 Sexual offences,15
2020,Buloke,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2020,Buloke,B Property and deception offences,B20 Property damage,20
2020,Buloke,B Property and deception offences,B30 Burglary/Break and enter,25
2020,Buloke,B Property and deception offences,B40 Theft,72
2020,Campaspe,A Crimes against the person,A20 Assault and related offences,240
2020,Campaspe,A Crimes against the person,A30 Sexual offences,98
2020,Campaspe,A Crimes against the person,A40 Abduction and related offences,4
2020,Campaspe,A Crimes against the person,A50 Robbery,7
2020,Campaspe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",40
2020,Campaspe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2020,Campaspe,B Property and deception offences,B10 Arson,21
2020,Campaspe,B Property and deception offences,B20 Property damage,178
2020,Campaspe,B Property and deception offences,B30 Burglary/Break and enter,190
2020,Campaspe,B Property and deception offences,B40 Theft,461
2020,Campaspe,B Property and deception offences,B50 Deception,22
2020,Cardinia,A Crimes against the person,A20 Assault and related offences,612
2020,Cardinia,A Crimes against the person,A30 Sexual offences,126
2020,Cardinia,A Crimes against the person,A50 Robbery,57
2020,Cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",136
2020,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,59
2020,Cardinia,B Property and deception offences,B10 Arson,34
2020,Cardinia,B Property and deception offences,B20 Property damage,380
2020,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,307
2020,Cardinia,B Property and deception offences,B40 Theft,"1,071"
2020,Cardinia,B Property and deception offences,B50 Deception,120
2020,Casey,A Crimes against the person,A10 Homicide and related offences,9
2020,Casey,A Crimes against the person,A20 Assault and related offences,"2,167"
2020,Casey,A Crimes against the person,A30 Sexual offences,321
2020,Casey,A Crimes against the person,A40 Abduction and related offences,20
2020,Casey,A Crimes against the person,A50 Robbery,252
2020,Casey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",390
2020,Casey,A Crimes against the person,A80 Dangerous and negligent acts endangering people,175
2020,Casey,B Property and deception offences,B10 Arson,56
2020,Casey,B Property and deception offences,B20 Property damage,"1,137"
2020,Casey,B Property and deception offences,B30 Burglary/Break and enter,"1,041"
2020,Casey,B Property and deception offences,B40 Theft,"4,258"
2020,Casey,B Property and deception offences,B50 Deception,480
2020,Central Goldfields,A Crimes against the person,A20 Assault and related offences,119
2020,Central Goldfields,A Crimes against the person,A30 Sexual offences,49
2020,Central Goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",32
2020,Central Goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2020,Central Goldfields,B Property and deception offences,B20 Property damage,73
2020,Central Goldfields,B Property and deception offences,B30 Burglary/Break and enter,47
2020,Central Goldfields,B Property and deception offences,B40 Theft,107
2020,Central Goldfields,B Property and deception offences,B50 Deception,10
2020,Colac-Otway,A Crimes against the person,A20 Assault and related offences,136
2020,Colac-Otway,A Crimes against the person,A30 Sexual offences,34
2020,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",38
2020,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2020,Colac-Otway,B Property and deception offences,B10 Arson,4
2020,Colac-Otway,B Property and deception offences,B20 Property damage,113
2020,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,86
2020,Colac-Otway,B Property and deception offences,B40 Theft,205
2020,Colac-Otway,B Property and deception offences,B50 Deception,25
2020,Corangamite,A Crimes against the person,A20 Assault and related offences,74
2020,Corangamite,A Crimes against the person,A30 Sexual offences,21
2020,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",15
2020,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2020,Corangamite,B Property and deception offences,B20 Property damage,57
2020,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,31
2020,Corangamite,B Property and deception offences,B40 Theft,78
2020,Corangamite,B Property and deception offences,B50 Deception,13
2020,Darebin,A Crimes against the person,A20 Assault and related offences,894
2020,Darebin,A Crimes against the person,A30 Sexual offences,183
2020,Darebin,A Crimes against the person,A40 Abduction and related offences,14
2020,Darebin,A Crimes against the person,A50 Robbery,93
2020,Darebin,A Crimes against the person,A60 Blackmail and extortion,4
2020,Darebin,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",173
2020,Darebin,A Crimes against the person,A80 Dangerous and negligent acts endangering people,75
2020,Darebin,B Property and deception offences,B10 Arson,25
2020,Darebin,B Property and deception offences,B20 Property damage,771
2020,Darebin,B Property and deception offences,B30 Burglary/Break and enter,737
2020,Darebin,B Property and deception offences,B40 Theft,"3,871"
2020,Darebin,B Property and deception offences,B50 Deception,351
2020,East Gippsland,A Crimes against the person,A20 Assault and related offences,614
2020,East Gippsland,A Crimes against the person,A30 Sexual offences,107
2020,East Gippsland,A Crimes against the person,A50 Robbery,8
2020,East Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",115
2020,East Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,32
2020,East Gippsland,B Property and deception offences,B10 Arson,4
2020,East Gippsland,B Property and deception offences,B20 Property damage,347
2020,East Gippsland,B Property and deception offences,B30 Burglary/Break and enter,168
2020,East Gippsland,B Property and deception offences,B40 Theft,560
2020,East Gippsland,B Property and deception offences,B50 Deception,37
2020,Frankston,A Crimes against the person,A10 Homicide and related offences,10
2020,Frankston,A Crimes against the person,A20 Assault and related offences,"1,209"
2020,Frankston,A Crimes against the person,A30 Sexual offences,217
2020,Frankston,A Crimes against the person,A40 Abduction and related offences,17
2020,Frankston,A Crimes against the person,A50 Robbery,99
2020,Frankston,A Crimes against the person,A60 Blackmail and extortion,9
2020,Frankston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",203
2020,Frankston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,108
2020,Frankston,B Property and deception offences,B10 Arson,46
2020,Frankston,B Property and deception offences,B20 Property damage,757
2020,Frankston,B Property and deception offences,B30 Burglary/Break and enter,549
2020,Frankston,B Property and deception offences,B40 Theft,"2,387"
2020,Frankston,B Property and deception offences,B50 Deception,189
2020,Frankston,E Justice procedures offences,E20 Breaches of orders,5
2020,Gannawarra,A Crimes against the person,A20 Assault and related offences,75
2020,Gannawarra,A Crimes against the person,A30 Sexual offences,17
2020,Gannawarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16
2020,Gannawarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2020,Gannawarra,B Property and deception offences,B10 Arson,6
2020,Gannawarra,B Property and deception offences,B20 Property damage,40
2020,Gannawarra,B Property and deception offences,B30 Burglary/Break and enter,19
2020,Gannawarra,B Property and deception offences,B40 Theft,71
2020,Gannawarra,B Property and deception offences,B50 Deception,4
2020,Glen Eira,A Crimes against the person,A20 Assault and related offences,541
2020,Glen Eira,A Crimes against the person,A30 Sexual offences,160
2020,Glen Eira,A Crimes against the person,A40 Abduction and related offences,5
2020,Glen Eira,A Crimes against the person,A50 Robbery,36
2020,Glen Eira,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",81
2020,Glen Eira,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14
2020,Glen Eira,B Property and deception offences,B10 Arson,6
2020,Glen Eira,B Property and deception offences,B20 Property damage,410
2020,Glen Eira,B Property and deception offences,B30 Burglary/Break and enter,603
2020,Glen Eira,B Property and deception offences,B40 Theft,"2,251"
2020,Glen Eira,B Property and deception offences,B50 Deception,194
2020,Glenelg,A Crimes against the person,A20 Assault and related offences,153
2020,Glenelg,A Crimes against the person,A30 Sexual offences,30
2020,Glenelg,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",25
2020,Glenelg,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2020,Glenelg,B Property and deception offences,B10 Arson,6
2020,Glenelg,B Property and deception offences,B20 Property damage,115
2020,Glenelg,B Property and deception offences,B30 Burglary/Break and enter,49
2020,Glenelg,B Property and deception offences,B40 Theft,160
2020,Glenelg,B Property and deception offences,B50 Deception,16
2020,Golden Plains,A Crimes against the person,A20 Assault and related offences,49
2020,Golden Plains,A Crimes against the person,A30 Sexual offences,17
2020,Golden Plains,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2020,Golden Plains,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2020,Golden Plains,B Property and deception offences,B10 Arson,4
2020,Golden Plains,B Property and deception offences,B20 Property damage,40
2020,Golden Plains,B Property and deception offences,B30 Burglary/Break and enter,56
2020,Golden Plains,B Property and deception offences,B40 Theft,107
2020,Golden Plains,B Property and deception offences,B50 Deception,8
2020,Greater Bendigo,A Crimes against the person,A10 Homicide and related offences,5
2020,Greater Bendigo,A Crimes against the person,A20 Assault and related offences,937
2020,Greater Bendigo,A Crimes against the person,A30 Sexual offences,240
2020,Greater Bendigo,A Crimes against the person,A50 Robbery,29
2020,Greater Bendigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",128
2020,Greater Bendigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,77
2020,Greater Bendigo,B Property and deception offences,B10 Arson,41
2020,Greater Bendigo,B Property and deception offences,B20 Property damage,640
2020,Greater Bendigo,B Property and deception offences,B30 Burglary/Break and enter,485
2020,Greater Bendigo,B Property and deception offences,B40 Theft,"1,571"
2020,Greater Bendigo,B Property and deception offences,B50 Deception,115
2020,Greater Dandenong,A Crimes against the person,A10 Homicide and related offences,5
2020,Greater Dandenong,A Crimes against the person,A20 Assault and related offences,"1,600"
2020,Greater Dandenong,A Crimes against the person,A30 Sexual offences,223
2020,Greater Dandenong,A Crimes against the person,A40 Abduction and related offences,21
2020,Greater Dandenong,A Crimes against the person,A50 Robbery,179
2020,Greater Dandenong,A Crimes against the person,A60 Blackmail and extortion,5
2020,Greater Dandenong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",303
2020,Greater Dandenong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,99
2020,Greater Dandenong,B Property and deception offences,B10 Arson,34
2020,Greater Dandenong,B Property and deception offences,B20 Property damage,746
2020,Greater Dandenong,B Property and deception offences,B30 Burglary/Break and enter,693
2020,Greater Dandenong,B Property and deception offences,B40 Theft,"3,437"
2020,Greater Dandenong,B Property and deception offences,B50 Deception,398
2020,Greater Geelong,A Crimes against the person,A10 Homicide and related offences,14
2020,Greater Geelong,A Crimes against the person,A20 Assault and related offences,"1,827"
2020,Greater Geelong,A Crimes against the person,A30 Sexual offences,353
2020,Greater Geelong,A Crimes against the person,A40 Abduction and related offences,18
2020,Greater Geelong,A Crimes against the person,A50 Robbery,107
2020,Greater Geelong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",334
2020,Greater Geelong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,146
2020,Greater Geelong,B Property and deception offences,B10 Arson,58
2020,Greater Geelong,B Property and deception offences,B20 Property damage,"1,331"
2020,Greater Geelong,B Property and deception offences,B30 Burglary/Break and enter,"1,265"
2020,Greater Geelong,B Property and deception offences,B40 Theft,"3,776"
2020,Greater Geelong,B Property and deception offences,B50 Deception,294
2020,Greater Geelong,D Public order and security offences,D20 Disorderly and offensive conduct,7
2020,Greater Geelong,E Justice procedures offences,E20 Breaches of orders,5
2020,Greater Shepparton,A Crimes against the person,A20 Assault and related offences,722
2020,Greater Shepparton,A Crimes against the person,A30 Sexual offences,126
2020,Greater Shepparton,A Crimes against the person,A40 Abduction and related offences,8
2020,Greater Shepparton,A Crimes against the person,A50 Robbery,20
2020,Greater Shepparton,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",122
2020,Greater Shepparton,A Crimes against the person,A80 Dangerous and negligent acts endangering people,102
2020,Greater Shepparton,B Property and deception offences,B10 Arson,41
2020,Greater Shepparton,B Property and deception offences,B20 Property damage,407
2020,Greater Shepparton,B Property and deception offences,B30 Burglary/Break and enter,452
2020,Greater Shepparton,B Property and deception offences,B40 Theft,"1,182"
2020,Greater Shepparton,B Property and deception offences,B50 Deception,74
2020,Hepburn,A Crimes against the person,A20 Assault and related offences,72
2020,Hepburn,A Crimes against the person,A30 Sexual offences,22
2020,Hepburn,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",10
2020,Hepburn,A Crimes against the person,A80 Dangerous and negligent acts endangering people,14
2020,Hepburn,B Property and deception offences,B10 Arson,12
2020,Hepburn,B Property and deception offences,B20 Property damage,63
2020,Hepburn,B Property and deception offences,B30 Burglary/Break and enter,73
2020,Hepburn,B Property and deception offences,B40 Theft,158
2020,Hepburn,B Property and deception offences,B50 Deception,9
2020,Hindmarsh,A Crimes against the person,A20 Assault and related offences,41
2020,Hindmarsh,A Crimes against the person,A30 Sexual offences,16
2020,Hindmarsh,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",8
2020,Hindmarsh,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2020,Hindmarsh,B Property and deception offences,B20 Property damage,17
2020,Hindmarsh,B Property and deception offences,B30 Burglary/Break and enter,10
2020,Hindmarsh,B Property and deception offences,B40 Theft,50
2020,Hobsons Bay,A Crimes against the person,A20 Assault and related offences,474
2020,Hobsons Bay,A Crimes against the person,A30 Sexual offences,105
2020,Hobsons Bay,A Crimes against the person,A40 Abduction and related offences,4
2020,Hobsons Bay,A Crimes against the person,A50 Robbery,40
2020,Hobsons Bay,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",62
2020,Hobsons Bay,A Crimes against the person,A80 Dangerous and negligent acts endangering people,29
2020,Hobsons Bay,B Property and deception offences,B10 Arson,9
2020,Hobsons Bay,B Property and deception offences,B20 Property damage,308
2020,Hobsons Bay,B Property and deception offences,B30 Burglary/Break and enter,264
2020,Hobsons Bay,B Property and deception offences,B40 Theft,"1,245"
2020,Hobsons Bay,B Property and deception offences,B50 Deception,67
2020,Horsham,A Crimes against the person,A20 Assault and related offences,236
2020,Horsham,A Crimes against the person,A30 Sexual offences,52
2020,Horsham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",47
2020,Horsham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2020,Horsham,B Property and deception offences,B10 Arson,4
2020,Horsham,B Property and deception offences,B20 Property damage,80
2020,Horsham,B Property and deception offences,B30 Burglary/Break and enter,73
2020,Horsham,B Property and deception offences,B40 Theft,175
2020,Horsham,B Property and deception offences,B50 Deception,17
2020,Hume,A Crimes against the person,A10 Homicide and related offences,12
2020,Hume,A Crimes against the person,A20 Assault and related offences,"1,820"
2020,Hume,A Crimes against the person,A30 Sexual offences,392
2020,Hume,A Crimes against the person,A40 Abduction and related offences,35
2020,Hume,A Crimes against the person,A50 Robbery,134
2020,Hume,A Crimes against the person,A60 Blackmail and extortion,13
2020,Hume,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",457
2020,Hume,A Crimes against the person,A80 Dangerous and negligent acts endangering people,162
2020,Hume,B Property and deception offences,B10 Arson,83
2020,Hume,B Property and deception offences,B20 Property damage,878
2020,Hume,B Property and deception offences,B30 Burglary/Break and enter,928
2020,Hume,B Property and deception offences,B40 Theft,"3,329"
2020,Hume,B Property and deception offences,B50 Deception,367
2020,Hume,C Drug offences,C90 Other drug offences,4
2020,Hume,D Public order and security offences,D10 Weapons and explosives offences,5
2020,Indigo,A Crimes against the person,A20 Assault and related offences,51
2020,Indigo,A Crimes against the person,A30 Sexual offences,12
2020,Indigo,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2020,Indigo,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2020,Indigo,B Property and deception offences,B20 Property damage,24
2020,Indigo,B Property and deception offences,B30 Burglary/Break and enter,40
2020,Indigo,B Property and deception offences,B40 Theft,108
2020,Kingston,A Crimes against the person,A20 Assault and related offences,882
2020,Kingston,A Crimes against the person,A30 Sexual offences,170
2020,Kingston,A Crimes against the person,A40 Abduction and related offences,7
2020,Kingston,A Crimes against the person,A50 Robbery,83
2020,Kingston,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",139
2020,Kingston,A Crimes against the person,A80 Dangerous and negligent acts endangering people,54
2020,Kingston,B Property and deception offences,B10 Arson,12
2020,Kingston,B Property and deception offences,B20 Property damage,444
2020,Kingston,B Property and deception offences,B30 Burglary/Break and enter,459
2020,Kingston,B Property and deception offences,B40 Theft,"2,583"
2020,Kingston,B Property and deception offences,B50 Deception,173
2020,Knox,A Crimes against the person,A20 Assault and related offences,874
2020,Knox,A Crimes against the person,A30 Sexual offences,190
2020,Knox,A Crimes against the person,A40 Abduction and related offences,6
2020,Knox,A Crimes against the person,A50 Robbery,45
2020,Knox,A Crimes against the person,A60 Blackmail and extortion,4
2020,Knox,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",131
2020,Knox,A Crimes against the person,A80 Dangerous and negligent acts endangering people,69
2020,Knox,B Property and deception offences,B10 Arson,25
2020,Knox,B Property and deception offences,B20 Property damage,510
2020,Knox,B Property and deception offences,B30 Burglary/Break and enter,606
2020,Knox,B Property and deception offences,B40 Theft,"2,493"
2020,Knox,B Property and deception offences,B50 Deception,186
2020,Knox,E Justice procedures offences,E10 Justice procedures,4
2020,Latrobe,A Crimes against the person,A20 Assault and related offences,"1,293"
2020,Latrobe,A Crimes against the person,A30 Sexual offences,196
2020,Latrobe,A Crimes against the person,A40 Abduction and related offences,8
2020,Latrobe,A Crimes against the person,A50 Robbery,35
2020,Latrobe,A Crimes against the person,A60 Blackmail and extortion,4
2020,Latrobe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",213
2020,Latrobe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,127
2020,Latrobe,B Property and deception offences,B10 Arson,46
2020,Latrobe,B Property and deception offences,B20 Property damage,739
2020,Latrobe,B Property and deception offences,B30 Burglary/Break and enter,779
2020,Latrobe,B Property and deception offences,B40 Theft,"1,500"
2020,Latrobe,B Property and deception offences,B50 Deception,108
2020,Loddon,A Crimes against the person,A20 Assault and related offences,49
2020,Loddon,A Crimes against the person,A30 Sexual offences,11
2020,Loddon,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",9
2020,Loddon,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2020,Loddon,B Property and deception offences,B10 Arson,4
2020,Loddon,B Property and deception offences,B20 Property damage,21
2020,Loddon,B Property and deception offences,B30 Burglary/Break and enter,30
2020,Loddon,B Property and deception offences,B40 Theft,80
2020,Loddon,B Property and deception offences,B50 Deception,5
2020,Macedon Ranges,A Crimes against the person,A20 Assault and related offences,187
2020,Macedon Ranges,A Crimes against the person,A30 Sexual offences,51
2020,Macedon Ranges,A Crimes against the person,A50 Robbery,5
2020,Macedon Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2020,Macedon Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,30
2020,Macedon Ranges,B Property and deception offences,B10 Arson,7
2020,Macedon Ranges,B Property and deception offences,B20 Property damage,98
2020,Macedon Ranges,B Property and deception offences,B30 Burglary/Break and enter,127
2020,Macedon Ranges,B Property and deception offences,B40 Theft,304
2020,Macedon Ranges,B Property and deception offences,B50 Deception,40
2020,Manningham,A Crimes against the person,A20 Assault and related offences,344
2020,Manningham,A Crimes against the person,A30 Sexual offences,63
2020,Manningham,A Crimes against the person,A50 Robbery,37
2020,Manningham,A Crimes against the person,A60 Blackmail and extortion,4
2020,Manningham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",61
2020,Manningham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2020,Manningham,B Property and deception offences,B10 Arson,6
2020,Manningham,B Property and deception offences,B20 Property damage,190
2020,Manningham,B Property and deception offences,B30 Burglary/Break and enter,517
2020,Manningham,B Property and deception offences,B40 Theft,987
2020,Manningham,B Property and deception offences,B50 Deception,115
2020,Mansfield,A Crimes against the person,A20 Assault and related offences,45
2020,Mansfield,A Crimes against the person,A30 Sexual offences,19
2020,Mansfield,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2020,Mansfield,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5
2020,Mansfield,B Property and deception offences,B20 Property damage,13
2020,Mansfield,B Property and deception offences,B30 Burglary/Break and enter,12
2020,Mansfield,B Property and deception offences,B40 Theft,48
2020,Mansfield,B Property and deception offences,B50 Deception,7
2020,Maribyrnong,A Crimes against the person,A20 Assault and related offences,558
2020,Maribyrnong,A Crimes against the person,A30 Sexual offences,120
2020,Maribyrnong,A Crimes against the person,A40 Abduction and related offences,11
2020,Maribyrnong,A Crimes against the person,A50 Robbery,171
2020,Maribyrnong,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",68
2020,Maribyrnong,A Crimes against the person,A80 Dangerous and negligent acts endangering people,19
2020,Maribyrnong,B Property and deception offences,B10 Arson,9
2020,Maribyrnong,B Property and deception offences,B20 Property damage,413
2020,Maribyrnong,B Property and deception offences,B30 Burglary/Break and enter,495
2020,Maribyrnong,B Property and deception offences,B40 Theft,"2,504"
2020,Maribyrnong,B Property and deception offences,B50 Deception,155
