Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2018,Moorabool,B Property and deception offences,B20 Property damage,120
2018,Moorabool,B Property and deception offences,B30 Burglary/Break and enter,133
2018,Moorabool,B Property and deception offences,B40 Theft,339
2018,Moorabool,B Property and deception offences,B50 Deception,19
2018,Moreland,A Crimes against the person,A10 Homicide and related offences,6
2018,Moreland,A Crimes against the person,A20 Assault and related offences,972
2018,Moreland,A Crimes against the person,A30 Sexual offences,260
2018,Moreland,A Crimes against the person,A40 Abduction and related offences,14
2018,Moreland,A Crimes against the person,A50 Robbery,72
2018,Moreland,A Crimes against the person,A60 Blackmail and extortion,6
2018,Moreland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",161
2018,Moreland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,81
2018,Moreland,B Property and deception offences,B10 Arson,40
2018,Moreland,B Property and deception offences,B20 Property damage,682
2018,Moreland,B Property and deception offences,B30 Burglary/Break and enter,993
2018,Moreland,B Property and deception offences,B40 Theft,"4,159"
2018,Moreland,B Property and deception offences,B50 Deception,290
2018,Mornington Peninsula,A Crimes against the person,A10 Homicide and related offences,5
2018,Mornington Peninsula,A Crimes against the person,A20 Assault and related offences,758
2018,Mornington Peninsula,A Crimes against the person,A30 Sexual offences,192
2018,Mornington Peninsula,A Crimes against the person,A40 Abduction and related offences,8
2018,Mornington Peninsula,A Crimes against the person,A50 Robbery,32
2018,Mornington Peninsula,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",122
2018,Mornington Peninsula,A Crimes against the person,A80 Dangerous and negligent acts endangering people,84
2018,Mornington Peninsula,B Property and deception offences,B10 Arson,47
2018,Mornington Peninsula,B Property and deception offences,B20 Property damage,642
2018,Mornington Peninsula,B Property and deception offences,B30 Burglary/Break and enter,837
2018,Mornington Peninsula,B Property and deception offences,B40 Theft,"1,819"
2018,Mornington Peninsula,B Property and deception offences,B50 Deception,100
2018,Mount Alexander,A Crimes against the person,A20 Assault and related offences,57
2018,Mount Alexander,A Crimes against the person,A30 Sexual offences,16
2018,Mount Alexander,A Crimes against the person,A50 Robbery,5
2018,Mount Alexander,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2018,Mount Alexander,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2018,Mount Alexander,B Property and deception offences,B20 Property damage,44
2018,Mount Alexander,B Property and deception offences,B30 Burglary/Break and enter,29
2018,Mount Alexander,B Property and deception offences,B40 Theft,116
2018,Mount Alexander,B Property and deception offences,B50 Deception,10
2018,Mount Alexander,F Other offences,F90 Miscellaneous offences,4
2018,Moyne,A Crimes against the person,A20 Assault and related offences,68
2018,Moyne,A Crimes against the person,A30 Sexual offences,21
2018,Moyne,A Crimes against the person,A50 Robbery,4
2018,Moyne,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2018,Moyne,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2018,Moyne,B Property and deception offences,B20 Property damage,38
2018,Moyne,B Property and deception offences,B30 Burglary/Break and enter,28
2018,Moyne,B Property and deception offences,B40 Theft,76
2018,Moyne,B Property and deception offences,B50 Deception,4
2018,Murrindindi,A Crimes against the person,A20 Assault and related offences,67
2018,Murrindindi,A Crimes against the person,A30 Sexual offences,31
2018,Murrindindi,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11
2018,Murrindindi,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2018,Murrindindi,B Property and deception offences,B10 Arson,6
2018,Murrindindi,B Property and deception offences,B20 Property damage,44
2018,Murrindindi,B Property and deception offences,B30 Burglary/Break and enter,56
2018,Murrindindi,B Property and deception offences,B40 Theft,82
2018,Nillumbik,A Crimes against the person,A20 Assault and related offences,151
2018,Nillumbik,A Crimes against the person,A30 Sexual offences,46
2018,Nillumbik,A Crimes against the person,A50 Robbery,5
2018,Nillumbik,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2018,Nillumbik,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22
2018,Nillumbik,B Property and deception offences,B10 Arson,8
2018,Nillumbik,B Property and deception offences,B20 Property damage,96
2018,Nillumbik,B Property and deception offences,B30 Burglary/Break and enter,175
2018,Nillumbik,B Property and deception offences,B40 Theft,536
2018,Nillumbik,B Property and deception offences,B50 Deception,34
2018,Northern Grampians,A Crimes against the person,A20 Assault and related offences,114
2018,Northern Grampians,A Crimes against the person,A30 Sexual offences,33
2018,Northern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",32
2018,Northern Grampians,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2018,Northern Grampians,B Property and deception offences,B20 Property damage,45
2018,Northern Grampians,B Property and deception offences,B30 Burglary/Break and enter,32
2018,Northern Grampians,B Property and deception offences,B40 Theft,94
2018,Northern Grampians,B Property and deception offences,B50 Deception,6
2018,Port Phillip,A Crimes against the person,A20 Assault and related offences,855
2018,Port Phillip,A Crimes against the person,A30 Sexual offences,232
2018,Port Phillip,A Crimes against the person,A40 Abduction and related offences,7
2018,Port Phillip,A Crimes against the person,A50 Robbery,80
2018,Port Phillip,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",106
2018,Port Phillip,A Crimes against the person,A80 Dangerous and negligent acts endangering people,28
2018,Port Phillip,B Property and deception offences,B10 Arson,15
2018,Port Phillip,B Property and deception offences,B20 Property damage,518
2018,Port Phillip,B Property and deception offences,B30 Burglary/Break and enter,686
2018,Port Phillip,B Property and deception offences,B40 Theft,"3,499"
2018,Port Phillip,B Property and deception offences,B50 Deception,257
2018,Pyrenees,A Crimes against the person,A10 Homicide and related offences,6
2018,Pyrenees,A Crimes against the person,A20 Assault and related offences,55
2018,Pyrenees,A Crimes against the person,A30 Sexual offences,17
2018,Pyrenees,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2018,Pyrenees,B Property and deception offences,B20 Property damage,15
2018,Pyrenees,B Property and deception offences,B30 Burglary/Break and enter,35
2018,Pyrenees,B Property and deception offences,B40 Theft,79
2018,Queenscliffe,A Crimes against the person,A20 Assault and related offences,7
2018,Queenscliffe,B Property and deception offences,B20 Property damage,6
2018,Queenscliffe,B Property and deception offences,B30 Burglary/Break and enter,15
2018,Queenscliffe,B Property and deception offences,B40 Theft,32
2018,South Gippsland,A Crimes against the person,A20 Assault and related offences,134
2018,South Gippsland,A Crimes against the person,A30 Sexual offences,56
2018,South Gippsland,A Crimes against the person,A40 Abduction and related offences,4
2018,South Gippsland,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",43
2018,South Gippsland,A Crimes against the person,A80 Dangerous and negligent acts endangering people,23
2018,South Gippsland,B Property and deception offences,B20 Property damage,74
2018,South Gippsland,B Property and deception offences,B30 Burglary/Break and enter,54
2018,South Gippsland,B Property and deception offences,B40 Theft,125
2018,South Gippsland,B Property and deception offences,B50 Deception,7
2018,Southern Grampians,A Crimes against the person,A20 Assault and related offences,138
2018,Southern Grampians,A Crimes against the person,A30 Sexual offences,40
2018,Southern Grampians,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",14
2018,Southern Grampians,B Property and deception offences,B10 Arson,4
2018,Southern Grampians,B Property and deception offences,B20 Property damage,85
2018,Southern Grampians,B Property and deception offences,B30 Burglary/Break and enter,78
2018,Southern Grampians,B Property and deception offences,B40 Theft,168
2018,Southern Grampians,B Property and deception offences,B50 Deception,7
2018,Stonnington,A Crimes against the person,A20 Assault and related offences,613
2018,Stonnington,A Crimes against the person,A30 Sexual offences,163
2018,Stonnington,A Crimes against the person,A40 Abduction and related offences,9
2018,Stonnington,A Crimes against the person,A50 Robbery,52
2018,Stonnington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",68
2018,Stonnington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,37
2018,Stonnington,B Property and deception offences,B10 Arson,13
2018,Stonnington,B Property and deception offences,B20 Property damage,461
2018,Stonnington,B Property and deception offences,B30 Burglary/Break and enter,787
2018,Stonnington,B Property and deception offences,B40 Theft,"2,446"
2018,Stonnington,B Property and deception offences,B50 Deception,240
2018,Strathbogie,A Crimes against the person,A20 Assault and related offences,68
2018,Strathbogie,A Crimes against the person,A30 Sexual offences,19
2018,Strathbogie,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11
2018,Strathbogie,A Crimes against the person,A80 Dangerous and negligent acts endangering people,18
2018,Strathbogie,B Property and deception offences,B20 Property damage,34
2018,Strathbogie,B Property and deception offences,B30 Burglary/Break and enter,46
2018,Strathbogie,B Property and deception offences,B40 Theft,113
2018,Strathbogie,B Property and deception offences,B50 Deception,6
2018,Surf Coast,A Crimes against the person,A20 Assault and related offences,97
2018,Surf Coast,A Crimes against the person,A30 Sexual offences,27
2018,Surf Coast,A Crimes against the person,A40 Abduction and related offences,5
2018,Surf Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",13
2018,Surf Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,5
2018,Surf Coast,B Property and deception offences,B10 Arson,7
2018,Surf Coast,B Property and deception offences,B20 Property damage,68
2018,Surf Coast,B Property and deception offences,B30 Burglary/Break and enter,103
2018,Surf Coast,B Property and deception offences,B40 Theft,268
2018,Surf Coast,B Property and deception offences,B50 Deception,9
2018,Swan Hill,A Crimes against the person,A20 Assault and related offences,282
2018,Swan Hill,A Crimes against the person,A30 Sexual offences,47
2018,Swan Hill,A Crimes against the person,A50 Robbery,10
2018,Swan Hill,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",35
2018,Swan Hill,A Crimes against the person,A80 Dangerous and negligent acts endangering people,22
2018,Swan Hill,B Property and deception offences,B10 Arson,8
2018,Swan Hill,B Property and deception offences,B20 Property damage,135
2018,Swan Hill,B Property and deception offences,B30 Burglary/Break and enter,123
2018,Swan Hill,B Property and deception offences,B40 Theft,256
2018,Swan Hill,B Property and deception offences,B50 Deception,14
2018,Towong,A Crimes against the person,A20 Assault and related offences,16
2018,Towong,A Crimes against the person,A30 Sexual offences,8
2018,Towong,B Property and deception offences,B20 Property damage,20
2018,Towong,B Property and deception offences,B30 Burglary/Break and enter,11
2018,Towong,B Property and deception offences,B40 Theft,28
2018,Wangaratta,A Crimes against the person,A20 Assault and related offences,221
2018,Wangaratta,A Crimes against the person,A30 Sexual offences,50
2018,Wangaratta,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",48
2018,Wangaratta,A Crimes against the person,A80 Dangerous and negligent acts endangering people,34
2018,Wangaratta,B Property and deception offences,B20 Property damage,146
2018,Wangaratta,B Property and deception offences,B30 Burglary/Break and enter,54
2018,Wangaratta,B Property and deception offences,B40 Theft,238
2018,Wangaratta,B Property and deception offences,B50 Deception,16
2018,Warrnambool,A Crimes against the person,A20 Assault and related offences,374
2018,Warrnambool,A Crimes against the person,A30 Sexual offences,72
2018,Warrnambool,A Crimes against the person,A40 Abduction and related offences,4
2018,Warrnambool,A Crimes against the person,A50 Robbery,5
2018,Warrnambool,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",74
2018,Warrnambool,A Crimes against the person,A80 Dangerous and negligent acts endangering people,26
2018,Warrnambool,B Property and deception offences,B20 Property damage,191
2018,Warrnambool,B Property and deception offences,B30 Burglary/Break and enter,118
2018,Warrnambool,B Property and deception offences,B40 Theft,291
2018,Warrnambool,B Property and deception offences,B50 Deception,23
2018,Wellington,A Crimes against the person,A20 Assault and related offences,406
2018,Wellington,A Crimes against the person,A30 Sexual offences,90
2018,Wellington,A Crimes against the person,A50 Robbery,5
2018,Wellington,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",70
2018,Wellington,A Crimes against the person,A80 Dangerous and negligent acts endangering people,29
2018,Wellington,B Property and deception offences,B10 Arson,12
2018,Wellington,B Property and deception offences,B20 Property damage,233
2018,Wellington,B Property and deception offences,B30 Burglary/Break and enter,201
2018,Wellington,B Property and deception offences,B40 Theft,480
2018,Wellington,B Property and deception offences,B50 Deception,18
2018,West Wimmera,A Crimes against the person,A20 Assault and related offences,21
2018,West Wimmera,A Crimes against the person,A30 Sexual offences,9
2018,West Wimmera,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",4
2018,West Wimmera,B Property and deception offences,B20 Property damage,7
2018,West Wimmera,B Property and deception offences,B30 Burglary/Break and enter,10
2018,West Wimmera,B Property and deception offences,B40 Theft,15
2018,Whitehorse,A Crimes against the person,A20 Assault and related offences,551
2018,Whitehorse,A Crimes against the person,A30 Sexual offences,171
2018,Whitehorse,A Crimes against the person,A40 Abduction and related offences,13
2018,Whitehorse,A Crimes against the person,A50 Robbery,61
2018,Whitehorse,A Crimes against the person,A60 Blackmail and extortion,5
2018,Whitehorse,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",75
2018,Whitehorse,A Crimes against the person,A80 Dangerous and negligent acts endangering people,20
2018,Whitehorse,B Property and deception offences,B10 Arson,16
2018,Whitehorse,B Property and deception offences,B20 Property damage,372
2018,Whitehorse,B Property and deception offences,B30 Burglary/Break and enter,544
2018,Whitehorse,B Property and deception offences,B40 Theft,"2,095"
2018,Whitehorse,B Property and deception offences,B50 Deception,116
2018,Whittlesea,A Crimes against the person,A10 Homicide and related offences,7
2018,Whittlesea,A Crimes against the person,A20 Assault and related offences,"1,530"
2018,Whittlesea,A Crimes against the person,A30 Sexual offences,206
2018,Whittlesea,A Crimes against the person,A40 Abduction and related offences,13
2018,Whittlesea,A Crimes against the person,A50 Robbery,65
2018,Whittlesea,A Crimes against the person,A60 Blackmail and extortion,7
2018,Whittlesea,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",311
2018,Whittlesea,A Crimes against the person,A80 Dangerous and negligent acts endangering people,105
2018,Whittlesea,B Property and deception offences,B10 Arson,63
2018,Whittlesea,B Property and deception offences,B20 Property damage,785
2018,Whittlesea,B Property and deception offences,B30 Burglary/Break and enter,778
2018,Whittlesea,B Property and deception offences,B40 Theft,"2,878"
2018,Whittlesea,B Property and deception offences,B50 Deception,195
2018,Wodonga,A Crimes against the person,A20 Assault and related offences,301
2018,Wodonga,A Crimes against the person,A30 Sexual offences,103
2018,Wodonga,A Crimes against the person,A50 Robbery,7
2018,Wodonga,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",60
2018,Wodonga,A Crimes against the person,A80 Dangerous and negligent acts endangering people,47
2018,Wodonga,B Property and deception offences,B10 Arson,20
2018,Wodonga,B Property and deception offences,B20 Property damage,212
2018,Wodonga,B Property and deception offences,B30 Burglary/Break and enter,169
2018,Wodonga,B Property and deception offences,B40 Theft,334
2018,Wodonga,B Property and deception offences,B50 Deception,23
2018,Wyndham,A Crimes against the person,A20 Assault and related offences,"1,227"
2018,Wyndham,A Crimes against the person,A30 Sexual offences,234
2018,Wyndham,A Crimes against the person,A40 Abduction and related offences,7
2018,Wyndham,A Crimes against the person,A50 Robbery,144
2018,Wyndham,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",219
2018,Wyndham,A Crimes against the person,A80 Dangerous and negligent acts endangering people,93
2018,Wyndham,B Property and deception offences,B10 Arson,50
2018,Wyndham,B Property and deception offences,B20 Property damage,650
2018,Wyndham,B Property and deception offences,B30 Burglary/Break and enter,859
2018,Wyndham,B Property and deception offences,B40 Theft,"2,448"
2018,Wyndham,B Property and deception offences,B50 Deception,173
2018,Yarra,A Crimes against the person,A10 Homicide and related offences,4
2018,Yarra,A Crimes against the person,A20 Assault and related offences,830
2018,Yarra,A Crimes against the person,A30 Sexual offences,187
2018,Yarra,A Crimes against the person,A40 Abduction and related offences,7
2018,Yarra,A Crimes against the person,A50 Robbery,132
2018,Yarra,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",124
2018,Yarra,A Crimes against the person,A80 Dangerous and negligent acts endangering people,42
2018,Yarra,B Property and deception offences,B10 Arson,27
2018,Yarra,B Property and deception offences,B20 Property damage,671
2018,Yarra,B Property and deception offences,B30 Burglary/Break and enter,719
2018,Yarra,B Property and deception offences,B40 Theft,"3,638"
2018,Yarra,B Property and deception offences,B50 Deception,221
2018,Yarra Ranges,A Crimes against the person,A10 Homicide and related offences,5
2018,Yarra Ranges,A Crimes against the person,A20 Assault and related offences,646
2018,Yarra Ranges,A Crimes against the person,A30 Sexual offences,198
2018,Yarra Ranges,A Crimes against the person,A40 Abduction and related offences,4
2018,Yarra Ranges,A Crimes against the person,A50 Robbery,29
2018,Yarra Ranges,A Crimes against the person,A60 Blackmail and extortion,4
2018,Yarra Ranges,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",114
2018,Yarra Ranges,A Crimes against the person,A80 Dangerous and negligent acts endangering people,77
2018,Yarra Ranges,B Property and deception offences,B10 Arson,28
2018,Yarra Ranges,B Property and deception offences,B20 Property damage,373
2018,Yarra Ranges,B Property and deception offences,B30 Burglary/Break and enter,318
2018,Yarra Ranges,B Property and deception offences,B40 Theft,"1,126"
2018,Yarra Ranges,B Property and deception offences,B50 Deception,63
2018,Yarriambiack,A Crimes against the person,A20 Assault and related offences,76
2018,Yarriambiack,A Crimes against the person,A30 Sexual offences,26
2018,Yarriambiack,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",11
2018,Yarriambiack,A Crimes against the person,A80 Dangerous and negligent acts endangering people,6
2018,Yarriambiack,B Property and deception offences,B20 Property damage,37
2018,Yarriambiack,B Property and deception offences,B30 Burglary/Break and enter,39
2018,Yarriambiack,B Property and deception offences,B40 Theft,43
2017,Alpine,A Crimes against the person,A20 Assault and related offences,49
2017,Alpine,A Crimes against the person,A30 Sexual offences,20
2017,Alpine,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2017,Alpine,B Property and deception offences,B20 Property damage,22
2017,Alpine,B Property and deception offences,B30 Burglary/Break and enter,11
2017,Alpine,B Property and deception offences,B40 Theft,35
2017,Ararat,A Crimes against the person,A20 Assault and related offences,156
2017,Ararat,A Crimes against the person,A30 Sexual offences,22
2017,Ararat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",16
2017,Ararat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,10
2017,Ararat,B Property and deception offences,B20 Property damage,66
2017,Ararat,B Property and deception offences,B30 Burglary/Break and enter,62
2017,Ararat,B Property and deception offences,B40 Theft,116
2017,Ararat,B Property and deception offences,B50 Deception,4
2017,Ballarat,A Crimes against the person,A10 Homicide and related offences,4
2017,Ballarat,A Crimes against the person,A20 Assault and related offences,913
2017,Ballarat,A Crimes against the person,A30 Sexual offences,294
2017,Ballarat,A Crimes against the person,A40 Abduction and related offences,17
2017,Ballarat,A Crimes against the person,A50 Robbery,37
2017,Ballarat,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",81
2017,Ballarat,A Crimes against the person,A80 Dangerous and negligent acts endangering people,102
2017,Ballarat,B Property and deception offences,B10 Arson,97
2017,Ballarat,B Property and deception offences,B20 Property damage,742
2017,Ballarat,B Property and deception offences,B30 Burglary/Break and enter,833
2017,Ballarat,B Property and deception offences,B40 Theft,"2,538"
2017,Ballarat,B Property and deception offences,B50 Deception,57
2017,Banyule,A Crimes against the person,A20 Assault and related offences,627
2017,Banyule,A Crimes against the person,A30 Sexual offences,121
2017,Banyule,A Crimes against the person,A40 Abduction and related offences,7
2017,Banyule,A Crimes against the person,A50 Robbery,29
2017,Banyule,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",130
2017,Banyule,A Crimes against the person,A80 Dangerous and negligent acts endangering people,44
2017,Banyule,B Property and deception offences,B10 Arson,26
2017,Banyule,B Property and deception offences,B20 Property damage,440
2017,Banyule,B Property and deception offences,B30 Burglary/Break and enter,882
2017,Banyule,B Property and deception offences,B40 Theft,"2,199"
2017,Banyule,B Property and deception offences,B50 Deception,66
2017,Bass Coast,A Crimes against the person,A20 Assault and related offences,268
2017,Bass Coast,A Crimes against the person,A30 Sexual offences,44
2017,Bass Coast,A Crimes against the person,A50 Robbery,5
2017,Bass Coast,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",53
2017,Bass Coast,A Crimes against the person,A80 Dangerous and negligent acts endangering people,43
2017,Bass Coast,B Property and deception offences,B10 Arson,6
2017,Bass Coast,B Property and deception offences,B20 Property damage,191
2017,Bass Coast,B Property and deception offences,B30 Burglary/Break and enter,157
2017,Bass Coast,B Property and deception offences,B40 Theft,387
2017,Bass Coast,B Property and deception offences,B50 Deception,26
2017,Baw Baw,A Crimes against the person,A20 Assault and related offences,341
2017,Baw Baw,A Crimes against the person,A30 Sexual offences,90
2017,Baw Baw,A Crimes against the person,A50 Robbery,6
2017,Baw Baw,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",89
2017,Baw Baw,A Crimes against the person,A80 Dangerous and negligent acts endangering people,37
2017,Baw Baw,B Property and deception offences,B10 Arson,16
2017,Baw Baw,B Property and deception offences,B20 Property damage,185
2017,Baw Baw,B Property and deception offences,B30 Burglary/Break and enter,159
2017,Baw Baw,B Property and deception offences,B40 Theft,470
2017,Baw Baw,B Property and deception offences,B50 Deception,22
2017,Bayside,A Crimes against the person,A20 Assault and related offences,316
2017,Bayside,A Crimes against the person,A30 Sexual offences,103
2017,Bayside,A Crimes against the person,A40 Abduction and related offences,6
2017,Bayside,A Crimes against the person,A50 Robbery,25
2017,Bayside,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",54
2017,Bayside,A Crimes against the person,A80 Dangerous and negligent acts endangering people,16
2017,Bayside,B Property and deception offences,B10 Arson,8
2017,Bayside,B Property and deception offences,B20 Property damage,300
2017,Bayside,B Property and deception offences,B30 Burglary/Break and enter,582
2017,Bayside,B Property and deception offences,B40 Theft,"1,309"
2017,Bayside,B Property and deception offences,B50 Deception,51
2017,Benalla,A Crimes against the person,A20 Assault and related offences,182
2017,Benalla,A Crimes against the person,A30 Sexual offences,45
2017,Benalla,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",23
2017,Benalla,A Crimes against the person,A80 Dangerous and negligent acts endangering people,8
2017,Benalla,B Property and deception offences,B20 Property damage,113
2017,Benalla,B Property and deception offences,B30 Burglary/Break and enter,52
2017,Benalla,B Property and deception offences,B40 Theft,134
2017,Benalla,B Property and deception offences,B50 Deception,5
2017,Boroondara,A Crimes against the person,A20 Assault and related offences,388
2017,Boroondara,A Crimes against the person,A30 Sexual offences,109
2017,Boroondara,A Crimes against the person,A40 Abduction and related offences,8
2017,Boroondara,A Crimes against the person,A50 Robbery,33
2017,Boroondara,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",93
2017,Boroondara,A Crimes against the person,A80 Dangerous and negligent acts endangering people,25
2017,Boroondara,B Property and deception offences,B20 Property damage,403
2017,Boroondara,B Property and deception offences,B30 Burglary/Break and enter,826
2017,Boroondara,B Property and deception offences,B40 Theft,"2,769"
2017,Boroondara,B Property and deception offences,B50 Deception,64
2017,Brimbank,A Crimes against the person,A10 Homicide and related offences,10
2017,Brimbank,A Crimes against the person,A20 Assault and related offences,"1,450"
2017,Brimbank,A Crimes against the person,A30 Sexual offences,204
2017,Brimbank,A Crimes against the person,A40 Abduction and related offences,28
2017,Brimbank,A Crimes against the person,A50 Robbery,208
2017,Brimbank,A Crimes against the person,A60 Blackmail and extortion,5
2017,Brimbank,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",196
2017,Brimbank,A Crimes against the person,A80 Dangerous and negligent acts endangering people,111
2017,Brimbank,B Property and deception offences,B10 Arson,79
2017,Brimbank,B Property and deception offences,B20 Property damage,958
2017,Brimbank,B Property and deception offences,B30 Burglary/Break and enter,"1,343"
2017,Brimbank,B Property and deception offences,B40 Theft,"3,809"
2017,Brimbank,B Property and deception offences,B50 Deception,151
2017,Buloke,A Crimes against the person,A20 Assault and related offences,29
2017,Buloke,A Crimes against the person,A30 Sexual offences,11
2017,Buloke,B Property and deception offences,B20 Property damage,9
2017,Buloke,B Property and deception offences,B30 Burglary/Break and enter,12
2017,Buloke,B Property and deception offences,B40 Theft,26
2017,Campaspe,A Crimes against the person,A20 Assault and related offences,272
2017,Campaspe,A Crimes against the person,A30 Sexual offences,66
2017,Campaspe,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",39
2017,Campaspe,A Crimes against the person,A80 Dangerous and negligent acts endangering people,39
2017,Campaspe,B Property and deception offences,B10 Arson,22
2017,Campaspe,B Property and deception offences,B20 Property damage,179
2017,Campaspe,B Property and deception offences,B30 Burglary/Break and enter,206
2017,Campaspe,B Property and deception offences,B40 Theft,525
2017,Campaspe,B Property and deception offences,B50 Deception,24
2017,Cardinia,A Crimes against the person,A20 Assault and related offences,572
2017,Cardinia,A Crimes against the person,A30 Sexual offences,143
2017,Cardinia,A Crimes against the person,A40 Abduction and related offences,8
2017,Cardinia,A Crimes against the person,A50 Robbery,24
2017,Cardinia,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",111
2017,Cardinia,A Crimes against the person,A80 Dangerous and negligent acts endangering people,51
2017,Cardinia,B Property and deception offences,B10 Arson,41
2017,Cardinia,B Property and deception offences,B20 Property damage,344
2017,Cardinia,B Property and deception offences,B30 Burglary/Break and enter,493
2017,Cardinia,B Property and deception offences,B40 Theft,"1,109"
2017,Cardinia,B Property and deception offences,B50 Deception,46
2017,Casey,A Crimes against the person,A10 Homicide and related offences,8
2017,Casey,A Crimes against the person,A20 Assault and related offences,"2,302"
2017,Casey,A Crimes against the person,A30 Sexual offences,402
2017,Casey,A Crimes against the person,A40 Abduction and related offences,21
2017,Casey,A Crimes against the person,A50 Robbery,112
2017,Casey,A Crimes against the person,A60 Blackmail and extortion,8
2017,Casey,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",453
2017,Casey,A Crimes against the person,A80 Dangerous and negligent acts endangering people,212
2017,Casey,B Property and deception offences,B10 Arson,132
2017,Casey,B Property and deception offences,B20 Property damage,"1,175"
2017,Casey,B Property and deception offences,B30 Burglary/Break and enter,"1,673"
2017,Casey,B Property and deception offences,B40 Theft,"4,006"
2017,Casey,B Property and deception offences,B50 Deception,180
2017,Central Goldfields,A Crimes against the person,A20 Assault and related offences,125
2017,Central Goldfields,A Crimes against the person,A30 Sexual offences,51
2017,Central Goldfields,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",27
2017,Central Goldfields,A Crimes against the person,A80 Dangerous and negligent acts endangering people,4
2017,Central Goldfields,B Property and deception offences,B20 Property damage,89
2017,Central Goldfields,B Property and deception offences,B30 Burglary/Break and enter,54
2017,Central Goldfields,B Property and deception offences,B40 Theft,117
2017,Central Goldfields,B Property and deception offences,B50 Deception,5
2017,Colac-Otway,A Crimes against the person,A20 Assault and related offences,204
2017,Colac-Otway,A Crimes against the person,A30 Sexual offences,60
2017,Colac-Otway,A Crimes against the person,A40 Abduction and related offences,4
2017,Colac-Otway,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",37
2017,Colac-Otway,A Crimes against the person,A80 Dangerous and negligent acts endangering people,17
2017,Colac-Otway,B Property and deception offences,B10 Arson,4
2017,Colac-Otway,B Property and deception offences,B20 Property damage,145
2017,Colac-Otway,B Property and deception offences,B30 Burglary/Break and enter,126
2017,Colac-Otway,B Property and deception offences,B40 Theft,316
2017,Colac-Otway,B Property and deception offences,B50 Deception,10
2017,Corangamite,A Crimes against the person,A20 Assault and related offences,80
2017,Corangamite,A Crimes against the person,A30 Sexual offences,36
2017,Corangamite,A Crimes against the person,"A70 Stalking, harassment and threatening behaviour",7
2017,Corangamite,A Crimes against the person,A80 Dangerous and negligent acts endangering people,13
2017,Corangamite,B Property and deception offences,B10 Arson,8
2017,Corangamite,B Property and deception offences,B20 Property damage,60
2017,Corangamite,B Property and deception offences,B30 Burglary/Break and enter,80
2017,Corangamite,B Property and deception offences,B40 Theft,145
2017,Corangamite,B Property and deception offences,B50 Deception,6
2017,Darebin,A Crimes against the person,A20 Assault and related offences,862
