Year,Local Government Area,Offence Division,Offence Subdivision,Victim Reports
2020,Alpine,A Crimes against the person,A: Assault,47
2020,Alpine,A Crimes against the person,A: Sexual Offence,15
2020,Alpine,A Crimes against the person,Other Offences,8
2020,Alpine,A Crimes against the person,Other Offences,9
2020,Alpine,B Property and deception offences,B: Property Damage,30
2020,Alpine,B Property and deception offences,B: Property Damage,13
2020,Alpine,B Property and deception offences,B: Theft,96
2020,Alpine,B Property and deception offences,Other Offences,7
2020,Ararat,A Crimes against the person,A: Assault,138
2020,Ararat,A Crimes against the person,A: Sexual Offence,31
2020,Ararat,A Crimes against the person,Other Offences,31
2020,Ararat,A Crimes against the person,Other Offences,19
2020,Ararat,B Property and deception offences,Other Offences,4
2020,Ararat,B Property and deception offences,B: Property Damage,87
2020,Ararat,B Property and deception offences,B: Property Damage,56
2020,Ararat,B Property and deception offences,B: Theft,127
2020,Ararat,B Property and deception offences,Other Offences,10
2020,Ballarat,A Crimes against the person,A: Assault,737
2020,Ballarat,A Crimes against the person,A: Sexual Offence,193
2020,Ballarat,A Crimes against the person,Other Offences,6
2020,Ballarat,A Crimes against the person,Other Offences,40
2020,Ballarat,A Crimes against the person,Other Offences,96
2020,Ballarat,A Crimes against the person,Other Offences,98
2020,Ballarat,B Property and deception offences,Other Offences,89
2020,Ballarat,B Property and deception offences,B: Property Damage,585
2020,Ballarat,B Property and deception offences,B: Property Damage,655
2020,Ballarat,B Property and deception offences,B: Theft,2394
2020,Ballarat,B Property and deception offences,Other Offences,66
2020,Ballarat,C Other offences,Other Offences,4
2020,Banyule,A Crimes against the person,Other Offences,4
2020,Banyule,A Crimes against the person,A: Assault,650
2020,Banyule,A Crimes against the person,A: Sexual Offence,101
2020,Banyule,A Crimes against the person,Other Offences,6
2020,Banyule,A Crimes against the person,Other Offences,48
2020,Banyule,A Crimes against the person,Other Offences,4
2020,Banyule,A Crimes against the person,Other Offences,127
2020,Banyule,A Crimes against the person,Other Offences,41
2020,Banyule,B Property and deception offences,Other Offences,18
2020,Banyule,B Property and deception offences,B: Property Damage,417
2020,Banyule,B Property and deception offences,B: Property Damage,534
2020,Banyule,B Property and deception offences,B: Theft,1639
2020,Banyule,B Property and deception offences,Other Offences,158
2020,Bass Coast,A Crimes against the person,A: Assault,243
2020,Bass Coast,A Crimes against the person,A: Sexual Offence,52
2020,Bass Coast,A Crimes against the person,Other Offences,70
2020,Bass Coast,A Crimes against the person,Other Offences,16
2020,Bass Coast,B Property and deception offences,Other Offences,7
2020,Bass Coast,B Property and deception offences,B: Property Damage,180
2020,Bass Coast,B Property and deception offences,B: Property Damage,156
2020,Bass Coast,B Property and deception offences,B: Theft,282
2020,Bass Coast,B Property and deception offences,Other Offences,28
2020,Baw Baw,A Crimes against the person,A: Assault,336
2020,Baw Baw,A Crimes against the person,A: Sexual Offence,86
2020,Baw Baw,A Crimes against the person,Other Offences,9
2020,Baw Baw,A Crimes against the person,Other Offences,76
2020,Baw Baw,A Crimes against the person,Other Offences,38
2020,Baw Baw,B Property and deception offences,Other Offences,15
2020,Baw Baw,B Property and deception offences,B: Property Damage,215
2020,Baw Baw,B Property and deception offences,B: Property Damage,323
2020,Baw Baw,B Property and deception offences,B: Theft,723
2020,Baw Baw,B Property and deception offences,Other Offences,51
2020,Bayside,A Crimes against the person,A: Assault,299
2020,Bayside,A Crimes against the person,A: Sexual Offence,101
2020,Bayside,A Crimes against the person,Other Offences,15
2020,Bayside,A Crimes against the person,Other Offences,31
2020,Bayside,A Crimes against the person,Other Offences,20
2020,Bayside,B Property and deception offences,Other Offences,10
2020,Bayside,B Property and deception offences,B: Property Damage,244
2020,Bayside,B Property and deception offences,B: Property Damage,444
2020,Bayside,B Property and deception offences,B: Theft,1504
2020,Bayside,B Property and deception offences,Other Offences,115
2020,Benalla,A Crimes against the person,A: Assault,152
2020,Benalla,A Crimes against the person,A: Sexual Offence,35
2020,Benalla,A Crimes against the person,Other Offences,17
2020,Benalla,A Crimes against the person,Other Offences,16
2020,Benalla,B Property and deception offences,Other Offences,10
2020,Benalla,B Property and deception offences,B: Property Damage,68
2020,Benalla,B Property and deception offences,B: Property Damage,39
2020,Benalla,B Property and deception offences,B: Theft,146
2020,Benalla,B Property and deception offences,Other Offences,11
2020,Boroondara,A Crimes against the person,Other Offences,9
2020,Boroondara,A Crimes against the person,A: Assault,425
2020,Boroondara,A Crimes against the person,A: Sexual Offence,121
2020,Boroondara,A Crimes against the person,Other Offences,6
2020,Boroondara,A Crimes against the person,Other Offences,56
2020,Boroondara,A Crimes against the person,Other Offences,60
2020,Boroondara,A Crimes against the person,Other Offences,21
2020,Boroondara,B Property and deception offences,Other Offences,6
2020,Boroondara,B Property and deception offences,B: Property Damage,348
2020,Boroondara,B Property and deception offences,B: Property Damage,767
2020,Boroondara,B Property and deception offences,B: Theft,2758
2020,Boroondara,B Property and deception offences,Other Offences,187
2020,Brimbank,A Crimes against the person,Other Offences,11
2020,Brimbank,A Crimes against the person,A: Assault,1549
2020,Brimbank,A Crimes against the person,A: Sexual Offence,261
2020,Brimbank,A Crimes against the person,Other Offences,42
2020,Brimbank,A Crimes against the person,Other Offences,335
2020,Brimbank,A Crimes against the person,Other Offences,5
2020,Brimbank,A Crimes against the person,Other Offences,307
2020,Brimbank,A Crimes against the person,Other Offences,99
2020,Brimbank,B Property and deception offences,Other Offences,37
2020,Brimbank,B Property and deception offences,B: Property Damage,813
2020,Brimbank,B Property and deception offences,B: Property Damage,855
2020,Brimbank,B Property and deception offences,B: Theft,3504
2020,Brimbank,B Property and deception offences,Other Offences,363
2020,Buloke,A Crimes against the person,A: Assault,23
2020,Buloke,A Crimes against the person,A: Sexual Offence,15
2020,Buloke,A Crimes against the person,Other Offences,4
2020,Buloke,B Property and deception offences,B: Property Damage,20
2020,Buloke,B Property and deception offences,B: Property Damage,25
2020,Buloke,B Property and deception offences,B: Theft,72
2020,Campaspe,A Crimes against the person,A: Assault,240
2020,Campaspe,A Crimes against the person,A: Sexual Offence,98
2020,Campaspe,A Crimes against the person,Other Offences,4
2020,Campaspe,A Crimes against the person,Other Offences,7
2020,Campaspe,A Crimes against the person,Other Offences,40
2020,Campaspe,A Crimes against the person,Other Offences,43
2020,Campaspe,B Property and deception offences,Other Offences,21
2020,Campaspe,B Property and deception offences,B: Property Damage,178
2020,Campaspe,B Property and deception offences,B: Property Damage,190
2020,Campaspe,B Property and deception offences,B: Theft,461
2020,Campaspe,B Property and deception offences,Other Offences,22
2020,Cardinia,A Crimes against the person,A: Assault,612
2020,Cardinia,A Crimes against the person,A: Sexual Offence,126
2020,Cardinia,A Crimes against the person,Other Offences,57
2020,Cardinia,A Crimes against the person,Other Offences,136
2020,Cardinia,A Crimes against the person,Other Offences,59
2020,Cardinia,B Property and deception offences,Other Offences,34
2020,Cardinia,B Property and deception offences,B: Property Damage,380
2020,Cardinia,B Property and deception offences,B: Property Damage,307
2020,Cardinia,B Property and deception offences,B: Theft,1071
2020,Cardinia,B Property and deception offences,Other Offences,120
2020,Casey,A Crimes against the person,Other Offences,9
2020,Casey,A Crimes against the person,A: Assault,2167
2020,Casey,A Crimes against the person,A: Sexual Offence,321
2020,Casey,A Crimes against the person,Other Offences,20
2020,Casey,A Crimes against the person,Other Offences,252
2020,Casey,A Crimes against the person,Other Offences,390
2020,Casey,A Crimes against the person,Other Offences,175
2020,Casey,B Property and deception offences,Other Offences,56
2020,Casey,B Property and deception offences,B: Property Damage,1137
2020,Casey,B Property and deception offences,B: Property Damage,1041
2020,Casey,B Property and deception offences,B: Theft,4258
2020,Casey,B Property and deception offences,Other Offences,480
2020,Central Goldfields,A Crimes against the person,A: Assault,119
2020,Central Goldfields,A Crimes against the person,A: Sexual Offence,49
2020,Central Goldfields,A Crimes against the person,Other Offences,32
2020,Central Goldfields,A Crimes against the person,Other Offences,13
2020,Central Goldfields,B Property and deception offences,B: Property Damage,73
2020,Central Goldfields,B Property and deception offences,B: Property Damage,47
2020,Central Goldfields,B Property and deception offences,B: Theft,107
2020,Central Goldfields,B Property and deception offences,Other Offences,10
2020,Colac-Otway,A Crimes against the person,A: Assault,136
2020,Colac-Otway,A Crimes against the person,A: Sexual Offence,34
2020,Colac-Otway,A Crimes against the person,Other Offences,38
2020,Colac-Otway,A Crimes against the person,Other Offences,16
2020,Colac-Otway,B Property and deception offences,Other Offences,4
2020,Colac-Otway,B Property and deception offences,B: Property Damage,113
2020,Colac-Otway,B Property and deception offences,B: Property Damage,86
2020,Colac-Otway,B Property and deception offences,B: Theft,205
2020,Colac-Otway,B Property and deception offences,Other Offences,25
2020,Corangamite,A Crimes against the person,A: Assault,74
2020,Corangamite,A Crimes against the person,A: Sexual Offence,21
2020,Corangamite,A Crimes against the person,Other Offences,15
2020,Corangamite,A Crimes against the person,Other Offences,10
2020,Corangamite,B Property and deception offences,B: Property Damage,57
2020,Corangamite,B Property and deception offences,B: Property Damage,31
2020,Corangamite,B Property and deception offences,B: Theft,78
2020,Corangamite,B Property and deception offences,Other Offences,13
2020,Darebin,A Crimes against the person,A: Assault,894
2020,Darebin,A Crimes against the person,A: Sexual Offence,183
2020,Darebin,A Crimes against the person,Other Offences,14
2020,Darebin,A Crimes against the person,Other Offences,93
2020,Darebin,A Crimes against the person,Other Offences,4
2020,Darebin,A Crimes against the person,Other Offences,173
2020,Darebin,A Crimes against the person,Other Offences,75
2020,Darebin,B Property and deception offences,Other Offences,25
2020,Darebin,B Property and deception offences,B: Property Damage,771
2020,Darebin,B Property and deception offences,B: Property Damage,737
2020,Darebin,B Property and deception offences,B: Theft,3871
2020,Darebin,B Property and deception offences,Other Offences,351
2020,East Gippsland,A Crimes against the person,A: Assault,614
2020,East Gippsland,A Crimes against the person,A: Sexual Offence,107
2020,East Gippsland,A Crimes against the person,Other Offences,8
2020,East Gippsland,A Crimes against the person,Other Offences,115
2020,East Gippsland,A Crimes against the person,Other Offences,32
2020,East Gippsland,B Property and deception offences,Other Offences,4
2020,East Gippsland,B Property and deception offences,B: Property Damage,347
2020,East Gippsland,B Property and deception offences,B: Property Damage,168
2020,East Gippsland,B Property and deception offences,B: Theft,560
2020,East Gippsland,B Property and deception offences,Other Offences,37
2020,Frankston,A Crimes against the person,Other Offences,10
2020,Frankston,A Crimes against the person,A: Assault,1209
2020,Frankston,A Crimes against the person,A: Sexual Offence,217
2020,Frankston,A Crimes against the person,Other Offences,17
2020,Frankston,A Crimes against the person,Other Offences,99
2020,Frankston,A Crimes against the person,Other Offences,9
2020,Frankston,A Crimes against the person,Other Offences,203
2020,Frankston,A Crimes against the person,Other Offences,108
2020,Frankston,B Property and deception offences,Other Offences,46
2020,Frankston,B Property and deception offences,B: Property Damage,757
2020,Frankston,B Property and deception offences,B: Property Damage,549
2020,Frankston,B Property and deception offences,B: Theft,2387
2020,Frankston,B Property and deception offences,Other Offences,189
2020,Frankston,C Other offences,Other Offences,5
2020,Gannawarra,A Crimes against the person,A: Assault,75
2020,Gannawarra,A Crimes against the person,A: Sexual Offence,17
2020,Gannawarra,A Crimes against the person,Other Offences,16
2020,Gannawarra,A Crimes against the person,Other Offences,8
2020,Gannawarra,B Property and deception offences,Other Offences,6
2020,Gannawarra,B Property and deception offences,B: Property Damage,40
2020,Gannawarra,B Property and deception offences,B: Property Damage,19
2020,Gannawarra,B Property and deception offences,B: Theft,71
2020,Gannawarra,B Property and deception offences,Other Offences,4
2020,Glen Eira,A Crimes against the person,A: Assault,541
2020,Glen Eira,A Crimes against the person,A: Sexual Offence,160
2020,Glen Eira,A Crimes against the person,Other Offences,5
2020,Glen Eira,A Crimes against the person,Other Offences,36
2020,Glen Eira,A Crimes against the person,Other Offences,81
2020,Glen Eira,A Crimes against the person,Other Offences,14
2020,Glen Eira,B Property and deception offences,Other Offences,6
2020,Glen Eira,B Property and deception offences,B: Property Damage,410
2020,Glen Eira,B Property and deception offences,B: Property Damage,603
2020,Glen Eira,B Property and deception offences,B: Theft,2251
2020,Glen Eira,B Property and deception offences,Other Offences,194
2020,Glenelg,A Crimes against the person,A: Assault,153
2020,Glenelg,A Crimes against the person,A: Sexual Offence,30
2020,Glenelg,A Crimes against the person,Other Offences,25
2020,Glenelg,A Crimes against the person,Other Offences,18
2020,Glenelg,B Property and deception offences,Other Offences,6
2020,Glenelg,B Property and deception offences,B: Property Damage,115
2020,Glenelg,B Property and deception offences,B: Property Damage,49
2020,Glenelg,B Property and deception offences,B: Theft,160
2020,Glenelg,B Property and deception offences,Other Offences,16
2020,Golden Plains,A Crimes against the person,A: Assault,49
2020,Golden Plains,A Crimes against the person,A: Sexual Offence,17
2020,Golden Plains,A Crimes against the person,Other Offences,13
2020,Golden Plains,A Crimes against the person,Other Offences,10
2020,Golden Plains,B Property and deception offences,Other Offences,4
2020,Golden Plains,B Property and deception offences,B: Property Damage,40
2020,Golden Plains,B Property and deception offences,B: Property Damage,56
2020,Golden Plains,B Property and deception offences,B: Theft,107
2020,Golden Plains,B Property and deception offences,Other Offences,8
2020,Greater Bendigo,A Crimes against the person,Other Offences,5
2020,Greater Bendigo,A Crimes against the person,A: Assault,937
2020,Greater Bendigo,A Crimes against the person,A: Sexual Offence,240
2020,Greater Bendigo,A Crimes against the person,Other Offences,29
2020,Greater Bendigo,A Crimes against the person,Other Offences,128
2020,Greater Bendigo,A Crimes against the person,Other Offences,77
2020,Greater Bendigo,B Property and deception offences,Other Offences,41
2020,Greater Bendigo,B Property and deception offences,B: Property Damage,640
2020,Greater Bendigo,B Property and deception offences,B: Property Damage,485
2020,Greater Bendigo,B Property and deception offences,B: Theft,1571
2020,Greater Bendigo,B Property and deception offences,Other Offences,115
2020,Greater Dandenong,A Crimes against the person,Other Offences,5
2020,Greater Dandenong,A Crimes against the person,A: Assault,1600
2020,Greater Dandenong,A Crimes against the person,A: Sexual Offence,223
2020,Greater Dandenong,A Crimes against the person,Other Offences,21
2020,Greater Dandenong,A Crimes against the person,Other Offences,179
2020,Greater Dandenong,A Crimes against the person,Other Offences,5
2020,Greater Dandenong,A Crimes against the person,Other Offences,303
2020,Greater Dandenong,A Crimes against the person,Other Offences,99
2020,Greater Dandenong,B Property and deception offences,Other Offences,34
2020,Greater Dandenong,B Property and deception offences,B: Property Damage,746
2020,Greater Dandenong,B Property and deception offences,B: Property Damage,693
2020,Greater Dandenong,B Property and deception offences,B: Theft,3437
2020,Greater Dandenong,B Property and deception offences,Other Offences,398
2020,Greater Geelong,A Crimes against the person,Other Offences,14
2020,Greater Geelong,A Crimes against the person,A: Assault,1827
2020,Greater Geelong,A Crimes against the person,A: Sexual Offence,353
2020,Greater Geelong,A Crimes against the person,Other Offences,18
2020,Greater Geelong,A Crimes against the person,Other Offences,107
2020,Greater Geelong,A Crimes against the person,Other Offences,334
2020,Greater Geelong,A Crimes against the person,Other Offences,146
2020,Greater Geelong,B Property and deception offences,Other Offences,58
2020,Greater Geelong,B Property and deception offences,B: Property Damage,1331
2020,Greater Geelong,B Property and deception offences,B: Property Damage,1265
2020,Greater Geelong,B Property and deception offences,B: Theft,3776
2020,Greater Geelong,B Property and deception offences,Other Offences,294
2020,Greater Geelong,C Other offences,Other Offences,7
2020,Greater Geelong,C Other offences,Other Offences,5
2020,Greater Shepparton,A Crimes against the person,A: Assault,722
2020,Greater Shepparton,A Crimes against the person,A: Sexual Offence,126
2020,Greater Shepparton,A Crimes against the person,Other Offences,8
2020,Greater Shepparton,A Crimes against the person,Other Offences,20
2020,Greater Shepparton,A Crimes against the person,Other Offences,122
2020,Greater Shepparton,A Crimes against the person,Other Offences,102
2020,Greater Shepparton,B Property and deception offences,Other Offences,41
2020,Greater Shepparton,B Property and deception offences,B: Property Damage,407
2020,Greater Shepparton,B Property and deception offences,B: Property Damage,452
2020,Greater Shepparton,B Property and deception offences,B: Theft,1182
2020,Greater Shepparton,B Property and deception offences,Other Offences,74
2020,Hepburn,A Crimes against the person,A: Assault,72
2020,Hepburn,A Crimes against the person,A: Sexual Offence,22
2020,Hepburn,A Crimes against the person,Other Offences,10
2020,Hepburn,A Crimes against the person,Other Offences,14
2020,Hepburn,B Property and deception offences,Other Offences,12
2020,Hepburn,B Property and deception offences,B: Property Damage,63
2020,Hepburn,B Property and deception offences,B: Property Damage,73
2020,Hepburn,B Property and deception offences,B: Theft,158
2020,Hepburn,B Property and deception offences,Other Offences,9
2020,Hindmarsh,A Crimes against the person,A: Assault,41
2020,Hindmarsh,A Crimes against the person,A: Sexual Offence,16
2020,Hindmarsh,A Crimes against the person,Other Offences,8
2020,Hindmarsh,A Crimes against the person,Other Offences,6
2020,Hindmarsh,B Property and deception offences,B: Property Damage,17
2020,Hindmarsh,B Property and deception offences,B: Property Damage,10
2020,Hindmarsh,B Property and deception offences,B: Theft,50
2020,Hobsons Bay,A Crimes against the person,A: Assault,474
2020,Hobsons Bay,A Crimes against the person,A: Sexual Offence,105
2020,Hobsons Bay,A Crimes against the person,Other Offences,4
2020,Hobsons Bay,A Crimes against the person,Other Offences,40
2020,Hobsons Bay,A Crimes against the person,Other Offences,62
2020,Hobsons Bay,A Crimes against the person,Other Offences,29
2020,Hobsons Bay,B Property and deception offences,Other Offences,9
2020,Hobsons Bay,B Property and deception offences,B: Property Damage,308
2020,Hobsons Bay,B Property and deception offences,B: Property Damage,264
2020,Hobsons Bay,B Property and deception offences,B: Theft,1245
2020,Hobsons Bay,B Property and deception offences,Other Offences,67
2020,Horsham,A Crimes against the person,A: Assault,236
2020,Horsham,A Crimes against the person,A: Sexual Offence,52
2020,Horsham,A Crimes against the person,Other Offences,47
2020,Horsham,A Crimes against the person,Other Offences,18
2020,Horsham,B Property and deception offences,Other Offences,4
2020,Horsham,B Property and deception offences,B: Property Damage,80
2020,Horsham,B Property and deception offences,B: Property Damage,73
2020,Horsham,B Property and deception offences,B: Theft,175
2020,Horsham,B Property and deception offences,Other Offences,17
2020,Hume,A Crimes against the person,Other Offences,12
2020,Hume,A Crimes against the person,A: Assault,1820
2020,Hume,A Crimes against the person,A: Sexual Offence,392
2020,Hume,A Crimes against the person,Other Offences,35
2020,Hume,A Crimes against the person,Other Offences,134
2020,Hume,A Crimes against the person,Other Offences,13
2020,Hume,A Crimes against the person,Other Offences,457
2020,Hume,A Crimes against the person,Other Offences,162
2020,Hume,B Property and deception offences,Other Offences,83
2020,Hume,B Property and deception offences,B: Property Damage,878
2020,Hume,B Property and deception offences,B: Property Damage,928
2020,Hume,B Property and deception offences,B: Theft,3329
2020,Hume,B Property and deception offences,Other Offences,367
2020,Hume,C Other offences,Other Offences,4
2020,Hume,C Other offences,Other Offences,5
2020,Indigo,A Crimes against the person,A: Assault,51
2020,Indigo,A Crimes against the person,A: Sexual Offence,12
2020,Indigo,A Crimes against the person,Other Offences,4
2020,Indigo,A Crimes against the person,Other Offences,8
2020,Indigo,B Property and deception offences,B: Property Damage,24
2020,Indigo,B Property and deception offences,B: Property Damage,40
2020,Indigo,B Property and deception offences,B: Theft,108
2020,Kingston,A Crimes against the person,A: Assault,882
2020,Kingston,A Crimes against the person,A: Sexual Offence,170
2020,Kingston,A Crimes against the person,Other Offences,7
2020,Kingston,A Crimes against the person,Other Offences,83
2020,Kingston,A Crimes against the person,Other Offences,139
2020,Kingston,A Crimes against the person,Other Offences,54
2020,Kingston,B Property and deception offences,Other Offences,12
2020,Kingston,B Property and deception offences,B: Property Damage,444
2020,Kingston,B Property and deception offences,B: Property Damage,459
2020,Kingston,B Property and deception offences,B: Theft,2583
2020,Kingston,B Property and deception offences,Other Offences,173
2020,Knox,A Crimes against the person,A: Assault,874
2020,Knox,A Crimes against the person,A: Sexual Offence,190
2020,Knox,A Crimes against the person,Other Offences,6
2020,Knox,A Crimes against the person,Other Offences,45
2020,Knox,A Crimes against the person,Other Offences,4
2020,Knox,A Crimes against the person,Other Offences,131
2020,Knox,A Crimes against the person,Other Offences,69
2020,Knox,B Property and deception offences,Other Offences,25
2020,Knox,B Property and deception offences,B: Property Damage,510
2020,Knox,B Property and deception offences,B: Property Damage,606
2020,Knox,B Property and deception offences,B: Theft,2493
2020,Knox,B Property and deception offences,Other Offences,186
2020,Knox,C Other offences,Other Offences,4
2020,Latrobe,A Crimes against the person,A: Assault,1293
2020,Latrobe,A Crimes against the person,A: Sexual Offence,196
2020,Latrobe,A Crimes against the person,Other Offences,8
2020,Latrobe,A Crimes against the person,Other Offences,35
2020,Latrobe,A Crimes against the person,Other Offences,4
2020,Latrobe,A Crimes against the person,Other Offences,213
2020,Latrobe,A Crimes against the person,Other Offences,127
2020,Latrobe,B Property and deception offences,Other Offences,46
2020,Latrobe,B Property and deception offences,B: Property Damage,739
2020,Latrobe,B Property and deception offences,B: Property Damage,779
2020,Latrobe,B Property and deception offences,B: Theft,1500
2020,Latrobe,B Property and deception offences,Other Offences,108
2020,Loddon,A Crimes against the person,A: Assault,49
2020,Loddon,A Crimes against the person,A: Sexual Offence,11
2020,Loddon,A Crimes against the person,Other Offences,9
2020,Loddon,A Crimes against the person,Other Offences,6
2020,Loddon,B Property and deception offences,Other Offences,4
2020,Loddon,B Property and deception offences,B: Property Damage,21
2020,Loddon,B Property and deception offences,B: Property Damage,30
2020,Loddon,B Property and deception offences,B: Theft,80
2020,Loddon,B Property and deception offences,Other Offences,5
2020,Macedon Ranges,A Crimes against the person,A: Assault,187
2020,Macedon Ranges,A Crimes against the person,A: Sexual Offence,51
2020,Macedon Ranges,A Crimes against the person,Other Offences,5
2020,Macedon Ranges,A Crimes against the person,Other Offences,35
2020,Macedon Ranges,A Crimes against the person,Other Offences,30
2020,Macedon Ranges,B Property and deception offences,Other Offences,7
2020,Macedon Ranges,B Property and deception offences,B: Property Damage,98
2020,Macedon Ranges,B Property and deception offences,B: Property Damage,127
2020,Macedon Ranges,B Property and deception offences,B: Theft,304
2020,Macedon Ranges,B Property and deception offences,Other Offences,40
2020,Manningham,A Crimes against the person,A: Assault,344
2020,Manningham,A Crimes against the person,A: Sexual Offence,63
2020,Manningham,A Crimes against the person,Other Offences,37
2020,Manningham,A Crimes against the person,Other Offences,4
2020,Manningham,A Crimes against the person,Other Offences,61
2020,Manningham,A Crimes against the person,Other Offences,13
2020,Manningham,B Property and deception offences,Other Offences,6
2020,Manningham,B Property and deception offences,B: Property Damage,190
2020,Manningham,B Property and deception offences,B: Property Damage,517
2020,Manningham,B Property and deception offences,B: Theft,987
2020,Manningham,B Property and deception offences,Other Offences,115
2020,Mansfield,A Crimes against the person,A: Assault,45
2020,Mansfield,A Crimes against the person,A: Sexual Offence,19
2020,Mansfield,A Crimes against the person,Other Offences,13
2020,Mansfield,A Crimes against the person,Other Offences,5
2020,Mansfield,B Property and deception offences,B: Property Damage,13
2020,Mansfield,B Property and deception offences,B: Property Damage,12
2020,Mansfield,B Property and deception offences,B: Theft,48
2020,Mansfield,B Property and deception offences,Other Offences,7
2020,Maribyrnong,A Crimes against the person,A: Assault,558
2020,Maribyrnong,A Crimes against the person,A: Sexual Offence,120
2020,Maribyrnong,A Crimes against the person,Other Offences,11
2020,Maribyrnong,A Crimes against the person,Other Offences,171
2020,Maribyrnong,A Crimes against the person,Other Offences,68
2020,Maribyrnong,A Crimes against the person,Other Offences,19
2020,Maribyrnong,B Property and deception offences,Other Offences,9
2020,Maribyrnong,B Property and deception offences,B: Property Damage,413
2020,Maribyrnong,B Property and deception offences,B: Property Damage,495
2020,Maribyrnong,B Property and deception offences,B: Theft,2504
2020,Maribyrnong,B Property and deception offences,Other Offences,155
2020,Maroondah,A Crimes against the person,A: Assault,675
2020,Maroondah,A Crimes against the person,A: Sexual Offence,143
2020,Maroondah,A Crimes against the person,Other Offences,8
2020,Maroondah,A Crimes against the person,Other Offences,43
2020,Maroondah,A Crimes against the person,Other Offences,110
2020,Maroondah,A Crimes against the person,Other Offences,43
2020,Maroondah,B Property and deception offences,Other Offences,10
2020,Maroondah,B Property and deception offences,B: Property Damage,338
2020,Maroondah,B Property and deception offences,B: Property Damage,321
2020,Maroondah,B Property and deception offences,B: Theft,1211
2020,Maroondah,B Property and deception offences,Other Offences,120
2020,Melbourne,A Crimes against the person,Other Offences,7
2020,Melbourne,A Crimes against the person,A: Assault,2696
2020,Melbourne,A Crimes against the person,A: Sexual Offence,663
2020,Melbourne,A Crimes against the person,Other Offences,35
2020,Melbourne,A Crimes against the person,Other Offences,407
2020,Melbourne,A Crimes against the person,Other Offences,17
2020,Melbourne,A Crimes against the person,Other Offences,248
2020,Melbourne,A Crimes against the person,Other Offences,84
2020,Melbourne,B Property and deception offences,Other Offences,13
2020,Melbourne,B Property and deception offences,B: Property Damage,687
2020,Melbourne,B Property and deception offences,B: Property Damage,1005
2020,Melbourne,B Property and deception offences,B: Theft,6747
2020,Melbourne,B Property and deception offences,Other Offences,1025
2020,Melton,A Crimes against the person,A: Assault,1145
2020,Melton,A Crimes against the person,A: Sexual Offence,196
2020,Melton,A Crimes against the person,Other Offences,21
2020,Melton,A Crimes against the person,Other Offences,120
2020,Melton,A Crimes against the person,Other Offences,255
2020,Melton,A Crimes against the person,Other Offences,120
2020,Melton,B Property and deception offences,Other Offences,42
2020,Melton,B Property and deception offences,B: Property Damage,683
2020,Melton,B Property and deception offences,B: Property Damage,564
2020,Melton,B Property and deception offences,B: Theft,1772
2020,Melton,B Property and deception offences,Other Offences,144
2020,Mildura,A Crimes against the person,A: Assault,781
2020,Mildura,A Crimes against the person,A: Sexual Offence,110
2020,Mildura,A Crimes against the person,Other Offences,18
2020,Mildura,A Crimes against the person,Other Offences,19
2020,Mildura,A Crimes against the person,Other Offences,131
2020,Mildura,A Crimes against the person,Other Offences,37
2020,Mildura,B Property and deception offences,Other Offences,20
2020,Mildura,B Property and deception offences,B: Property Damage,387
2020,Mildura,B Property and deception offences,B: Property Damage,438
2020,Mildura,B Property and deception offences,B: Theft,1030
2020,Mildura,B Property and deception offences,Other Offences,87
2020,Mildura,C Other offences,Other Offences,5
2020,Mitchell,A Crimes against the person,A: Assault,454
2020,Mitchell,A Crimes against the person,A: Sexual Offence,70
2020,Mitchell,A Crimes against the person,Other Offences,4
2020,Mitchell,A Crimes against the person,Other Offences,115
2020,Mitchell,A Crimes against the person,Other Offences,49
2020,Mitchell,B Property and deception offences,Other Offences,15
2020,Mitchell,B Property and deception offences,B: Property Damage,241
2020,Mitchell,B Property and deception offences,B: Property Damage,146
2020,Mitchell,B Property and deception offences,B: Theft,478
2020,Mitchell,B Property and deception offences,Other Offences,49
2020,Moira,A Crimes against the person,Other Offences,4
2020,Moira,A Crimes against the person,A: Assault,189
2020,Moira,A Crimes against the person,A: Sexual Offence,51
2020,Moira,A Crimes against the person,Other Offences,49
2020,Moira,A Crimes against the person,Other Offences,24
2020,Moira,B Property and deception offences,Other Offences,13
2020,Moira,B Property and deception offences,B: Property Damage,122
2020,Moira,B Property and deception offences,B: Property Damage,109
2020,Moira,B Property and deception offences,B: Theft,337
2020,Moira,B Property and deception offences,Other Offences,28
2020,Monash,A Crimes against the person,Other Offences,7
2020,Monash,A Crimes against the person,A: Assault,868
2020,Monash,A Crimes against the person,A: Sexual Offence,142
2020,Monash,A Crimes against the person,Other Offences,8
2020,Monash,A Crimes against the person,Other Offences,110
2020,Monash,A Crimes against the person,Other Offences,106
2020,Monash,A Crimes against the person,Other Offences,72
2020,Monash,B Property and deception offences,Other Offences,21
2020,Monash,B Property and deception offences,B: Property Damage,492
2020,Monash,B Property and deception offences,B: Property Damage,801
2020,Monash,B Property and deception offences,B: Theft,3155
2020,Monash,B Property and deception offences,Other Offences,245
2020,Moonee Valley,A Crimes against the person,A: Assault,538
2020,Moonee Valley,A Crimes against the person,A: Sexual Offence,135
2020,Moonee Valley,A Crimes against the person,Other Offences,9
2020,Moonee Valley,A Crimes against the person,Other Offences,79
2020,Moonee Valley,A Crimes against the person,Other Offences,94
